character,text,final_label
Terry,"Amy Santiago. She's got seven brothers, so she's always trying to prove she's tough.",Police Work
Terry,"She and Peralta have some big bet over who gets more arrests this year. Ever since the bet, their numbers have gone way up.",Police Work
Terry,Jacob Peralta is my best detective. He likes putting away bad guys and he loves solving puzzles. The only puzzle he hasn't solved is how to grow up.,Police Work
Terry,I’ve talked a lot about Jake in my departmentally mandated therapy sessions.,Personal Life
Terry,"Absolutely, sir. Where do we start?",Conversation Glue
Terry,"You're lucky, man. I wish I could get assigned here full-time. You could not be farther from the action.",Police Work
Terry,"You're wrong about Holt. That man has forgotten more about being a cop than you will ever know. In 1981, he caught the Disco Strangler.",Police Work
Terry,The man is the real deal. You need to listen to him.,Police Work
Terry,"Okay, detectives, let's get started. Santiago, where are we with the Jay Street drug bust?",Police Work
Terry,Good. Take Boyle and Diaz.,Police Work
Terry,"Peralta, brief us on the vandalism case.",Police Work
Terry,He can clearly spot 'em. You should take my minivan.,Personal Life
Terry,You all got a problem with my minivan?,Personal Life
Terry,"‘Cause my wife doesn't like it either. She wanted an SUV, but those things roll, man. They roll!",Personal Life
Terry,You made a mixtape?,Personal Life
Terry,"What's insane is how you refuse to get with the program. There is a new sheriff in town, Jake.",Police Work
Terry,Did he let you play your mixtape?,Personal Life
Terry,"Get an iPod, man. Mixtape?",Personal Life
Terry,"What are you doing, Peralta?",Police Work
Terry,What? There's a penis on my minivan?,Personal Life
Terry,"Baby, I've got some bad news. Someone painted a giant penis on our minivan. No, you cannot have an SUV now. Those things roll, baby. They roll!",Personal Life
Terry,Francois Truffaut's Breathless. What? Terry likes foreign films.,Personal Life
Terry,"All right, let's get started. Scully. Where are you on digitizing the old case files?",Police Work
Terry,Why are you smiling? That's nothin’.,Conversation Glue
Terry,Dismissed.,Police Work
Terry,"Oh, I love being Scary Terry. He says what regular Terry's thinking.",Emotion
Terry,This is takin' too long! I'm gonna miss the farmer's market!,Personal Life
Terry,"But I'm too busy. I've got a special case I'm working on. Uh, Hitchcock, Boyle needs you to fill out a lineup.",Police Work
Terry,Why was your hand in her back pocket?,Romance
Terry,"10,000 sit-ups.",Personal Life
Terry,"He's right. You just need a win. Pick your easiest, no-brainer case, and work it till it's done.",Police Work
Terry,Don't make me hit you again.,Insult / Snark
Terry,Um...I'm building this dollhouse for my girls. It's their birthday tomorrow. I told my wife I'd get it done.,Personal Life
Terry,"No! I can do this. It's just driving me a little crazy. Where do I affix the princess tower, Boyle?! Where do I affix it?!",Emotion
Terry,"Not now, Boyle. Let a brother breathe. Let a brother breathe.",Emotion
Terry,"Oh, my God. What happened to all the princess flourishes?",Personal Life
Terry,"Thank you, Boyle. I appreciate it.",Conversation Glue
Terry,Peralta... Where are we on the Lincoln place murder?,Police Work
Terry,"Yes, Jake. I played linebacker at Syracuse.",Personal Life
Terry,You mean drive you there and wait outside... Far away from the guns.,Emotion
Terry,"Sir, I haven't fired a weapon since the incident.",Emotion
Terry,"Actually, there was an incident after that.",Personal Life
Terry,Screaming shooting the piñata.,Personal Life
Terry,"Sir, I may not be the man for the job.",Emotion
Terry,All right. Back your left foot up a hair.,Police Work
Terry,No! Gina! We've been over this.,Police Work
Terry,"All right, look, hands here, stand up straight, chin forward.",Police Work
Terry,Gina!,Conversation Glue
Terry,"Yeah, everybody does stances, Gina. Listen, uh... Hey, all right, all right! Look, hey, both you, just watch.",Police Work
Terry,Why are you counting my shots? Are you trying to have me recertified?,Police Work
Terry,I can't believe you tricked me!,Emotion
Terry,I just need a second.,Emotion
Terry,It's just the target looks exactly like a friend of mine. It's just freaking me out.,Emotion
Terry,"Yes. Let's all just count to a million. One, two, three, four, five, six... So then lceman says, ""You can be my wingman any day."" And then Maverick says...",Personal Life
Terry,I know!,Conversation Glue
Terry,Peralta! Now.,Police Work
Terry,"Shut it! Holt was right. I've been so worried about my own kids, I forgot about my stupid grown-up kids.",Emotion
Terry,"I should've been on you guys more. And starting now, I will be. But if you ever do this again, I swear I will crush your head in one hand.",Insult / Snark
Terry,Try me.,Insult / Snark
Terry,The boss is taking heat for something that's not even his fault. I can't let that happen.,Police Work
Terry,Sir? Thank you.,Conversation Glue
Terry,"It's gonna be a long road, but I'm ready to get myself back in the game.",Emotion
Terry,"I mean, eventually... Not tonight. I need to go hug my baby girls. Excuse me.",Personal Life
Terry,I didn't know you went to catholic schooL,Personal Life
Terry,I get it. You're so mysterious and tough. But you know what I think? You're actually a big softy.,Personal Life
Terry,You probably read a Maya Angelou poem at your graduation and cried.,Insult / Snark
Terry,Why? What'd you do?,Conversation Glue
Terry,"Oh, I'm gonna find out anyway.",Conversation Glue
Terry,I'm a Detective. I will detect!,Police Work
Terry,"Look, Jake, I love you like you're one of my daughters.",Emotion
Terry,But it's not about you or how smart you are. It's about Captain Holt. The man's a genius. He's had your number at every turn.,Police Work
Terry,I still want to know why you got kicked out of catholic school. Were you doing drugs?,Personal Life
Terry,Selling drugs?,Personal Life
Terry,How bad could it have been? Did you burn down a church?,Personal Life
Terry,"Well, guess what she said. Apparently, you were a model student and transferred of your own volition.",Personal Life
Terry,I knew it! I knew you were a big softy.,Personal Life
Terry,"Boyle, I need you in the briefing room.",Police Work
Terry,Damn!,Emotion
Terry,"Whoa, Detective Santiago.",Conversation Glue
Terry,I'm not tired. Why would you think I was tired?,Personal Life
Terry,"I ended up doing 25 minutes of sleep chin-ups on muscle memory alone. Tired Terry still gets after it, that's all I'm saying.",Personal Life
Terry,"Just long enough for me to squeeze in quick workout. So, like, three hours.",Personal Life
Terry,That's mine. It's a t-shirt from my fat phase.,Personal Life
Terry,"When you're that big, you buy anything that fits. A lot of fat guy clothes have racist overtones.",Personal Life
Terry,"You got a second, Captain? I've got these overtime forms for you to s...",Police Work
Terry,"No, sir.",Conversation Glue
Terry,"I'm fine. And I filled this out. I just need you to... Permission to yawn, sir.",Personal Life
Terry,What's this?,Conversation Glue
Terry,I didn't ask what you were doing. I asked what you are doing.,Conversation Glue
Terry,"That's unacceptable. If you wanna know which restaurant has better pies, you can't just have one guy try one pie from each place. Everybody needs to try all the pies from both places. We gonna be here awhile.",Food
Terry,Another one for Crust. It's not looking good for Flatbush Diner.,Food
Terry,Bring out the meringues.,Food
Terry,"You wanted something, sir?",Police Work
Terry,"Sir, this is not necessary. Also, can't sleep without my whale songs.",Personal Life
Terry,"Everything's great with my wife. It's just, my brother-in-law's in town, and we do not get along. He thinks I'm a weakling.",Personal Life
Terry,I can do it.,Emotion
Terry,He makes me feel so small.,Emotion
Terry,This is such a disaster.,Emotion
Terry,"No, not that. My brother-in-law is coming to have dinner with me on his way to JFK. But also the botched investigation, that's bad too.",Personal Life
Terry,So this is my desk.,Police Work
Terry,"Actually, I don't like pickles that much.",Food
Terry,Oh?,Conversation Glue
Terry,"So you want me first through the door, sir?",Police Work
Terry,"Hey, I'm not gonna be able to make dinner tonight.",Personal Life
Terry,"Thank you, sir. I'll never forget it.",Emotion
Terry,All right. Everyone's here. Today we're gonna work on our courtroom demeanor.,Police Work
Terry,"This seminar is not optional, Diaz. You're testifying in an aggravated assault case tomorrow. The D.A. is worried about how you present yourself on the stand.",Police Work
Terry,This is an important case. You need to do well.,Police Work
Terry,"All you need is for a jury to like you. If they like you, they'll trust you.",Police Work
Terry,Don't call them morons.,Police Work
Terry,Good instinct!,Police Work
Terry,And always make good eye contact.,Police Work
Terry,Yeah. You gotta blink.,Police Work
Terry,Or too fast.,Police Work
Terry,Don't blink too fast or too slow or too much or too little.,Police Work
Terry,It's the perfect place for our second lesson... Courthouse wardrobe.,Police Work
Terry,"Boyle, pull it together.",Police Work
Terry,We need to soften up your look. My wife and Charles's mom donated some clothes.,Police Work
Terry,No.,Conversation Glue
Terry,That's great.,Conversation Glue
Terry,She's dressed right. We coached her. She'll be okay.,Police Work
Terry,We just assumed you were a terrifying human being with a short fuse.,Personal Life
Terry,"I know that, Boyle.",Conversation Glue
Terry,"Diaz, you did it. They found him guilty on all charges.",Police Work
Terry,Yeah. Okay. I'm gonna go ahead and schedule you for a psych eval.,Police Work
Terry,What are you talking about?,Conversation Glue
Terry,I was working out and saw a muscle in my shoulder I'd never seen before. I thought it might've been a scientific discovery.,Personal Life
Terry,"Captain, here's the mope who hacked our computer system. His mother turned him in. His name is Corey Park.",Police Work
Terry,"His web handle is ""savant."" His people name is Corey Park.",Police Work
Terry,Why are you giving candy to a baby in the first place? Don't give candy to a baby! They can't brush their teeth!,Police Work
Terry,I doubt I'll need Gina's help. I'm sure she's busy anyway.,Police Work
Terry,"Man, don't be hacking into my stuff.",Police Work
Terry,"Ah, you must be Simon Walker. Have a seat. It says here you were an I.T. Specialist with the board of ed for two years.",Police Work
Terry,I'm sorry about her. Okay. What's your experience with cyber-security?,Police Work
Terry,There's no need to be nervous.,Police Work
Terry,What would you say is your biggest weakness as an employee?,Police Work
Terry,"Fine, what about this guy?",Insult / Snark
Terry,"Fine, what was with the flossing?",Personal Life
Terry,That punk who hacked us?,Police Work
Terry,But how can we be sure he won't turn on us?,Police Work
Terry,"Savant, you're part of the nine-nine now. We look after each other. Hey, ball, if savant was to do anything to harm this precinct, would I destroy him? (Terry crushes the 8 ball with his hand, Charles eyes are widen) Answer uncertain. Try again.",Insult / Snark
Terry,"Boyle says, ""Come on, guys."" That's two for Terry.",Conversation Glue
Terry,"Damn it, Boyle. You left the fridge open. The door couldn't shut because of your empty pizza box.(Takes out the pizza box)",Food
Terry,"Everything's spoiled. My lunch is ruined. My chicken, my potatoes, my pasta, my meatballs, ham, my yogurt. (Takes out every meal)",Food
Terry,I love yogurt.,Food
Terry,"I need to eat 10,000 calories a day to maintain muscle mass. My wife made me all of this before she left town with the kids. That was everything in my fridge. (Closes fridge door)",Personal Life
Terry,Scully.,Conversation Glue
Terry,Where is it?,Food
Terry,Is it in your pockets?,Food
Terry,I'm gonna shake it out of your pockets. Turn around.,Food
Terry,Release your sweets.,Food
Terry,"Hey, excuse me. Can we please eat? My body is starting to digest itself. Terry needs nutrients.",Personal Life
Terry,"No waiting, just toasting. I want you to toast. Now I wanna eat toast. Give me some toast!",Food
Terry,Why wouldn't you? They're both white powders. Of course they're interchangeable.,Food
Terry,Can't. I'm so stuffed.,Food
Terry,Toilet.,Food
Terry,I ate one string bean. It tasted like fish vomit. That was it for me.,Food
Terry,Do you have any more of these pretzels?,Food
Terry,But the cook is coming back.,Food
Terry,"Don't worry, guys, I found food. (Sets a box down and eat the packing peanuts)",Food
Terry,No. Where is it?,Conversation Glue
Terry,There's a lot of food up there?,Food
Terry,You think?,Conversation Glue
Terry,"I'm just gonna put you down, man.",Insult / Snark
Terry,Make it five.,Emotion
Terry,"Nope, not doing that again. Move.",Conversation Glue
Terry,"You get that hand near me again, you're gonna lose it.",Insult / Snark
Terry,"Sorry, Santiago, I don’t have time for that. My psych evaluation is today. They’re gonna decide if I’m ready to go back on the streets.",Police Work
Terry,I think I’m ready. I’m no longer fixating on my fears.,Emotion
Terry,Okay. That sounds... fun.,Conversation Glue
Terry,...I popped your pillow.,Personal Life
Terry,"Ah... Hey, Charles, just take my coffee. It's fresh.",Food
Terry,"All right, you got it?",Conversation Glue
Terry,"Absolutely. Hey, Boyle. You want to choose where we order lunch from today?",Food
Terry,But we'd love to hear it again.,Conversation Glue
Terry,Oh... Yeah.,Emotion
Terry,"Gina, we've been looking all over for you. You can't just disappear and leave a sign on your desk that says, ""gone leavin'.""",Personal Life
Terry,"Very cute, sir.",Police Work
Terry,"I'm sorry, sir, but that's impossible. With the twins learning how to walk, chaos reigns at the Jeffords household. I can't let those innocent pups into that madhouse. Terry won't do you like that.",Personal Life
Terry,"That's cold, sir.",Emotion
Terry,Hitchcock called himself Scully by accident.,Police Work
Terry,"Hey, Captain, we thought we'd get more work done in here, because...",Police Work
Terry,"I was in the bathroom with him, sir. It was a nightmare.",Personal Life
Terry,"But on the plus side, I think I know what to do with them.",Personal Life
Terry,Seriously? The bet? They've been keeping score all year. It comes up all the time. What are you doing all day?,Personal Life
Terry,"Okay, okay, okay. Then it is settled. If Peralta loses, Santiago gets his car. If Santiago loses, she goes for a date in said car.",Personal Life
Terry,"Hey, baby. Happy you made it. Captain, I'd like you to meet my wife, Sharon.",Personal Life
Terry,"He means metaphorically. You know, saving him from all that paperwork. Paper cuts are a slow death, baby.",Police Work
Terry,Nooo!,Emotion
Terry,"I thought I told you. Remember when you were half asleep watching the news and the babies were quiet, and I said, real low, ""hey, baby. I'm back in the field. You want something to eat?"" And you were like, ""what?"" And I was like, ""you want something to eat?"" And you said, ""sure."" And I got you an oatmeal cookie? Remember?",Personal Life
Terry,"Oh, damn. She called me Terrance. I'm doomed.",Emotion
Terry,"Look, baby, I'm sorry, but Captain's life was in danger. I just did what I had to do. It was an impulse decision.",Police Work
Terry,"Now is not the time, Boyle.",Emotion
Terry,"I'm sorry, honey. I just didn't want you to worry.",Personal Life
Terry,My wife takes the babies to the park all the time.,Personal Life
Terry,How old is Kelly again?,Personal Life
Terry,"I was born ready. And then I was not born ready for a while, but now I'm back to being born ready.",Emotion
Terry,"Let's talk strategy later tonight at my house. My wife's working late, I'm on daddy duty.",Personal Life
Terry,Absolutely. I just need to put my precious babies to bed with a story.,Personal Life
Terry,"The Ebony Falcon needs to read Go, Dog, Go.",Personal Life
Terry,"You don't want to do this, man.",Emotion
Terry,It hurts you every time.,Emotion
Terry,Sorry about the mess.,Personal Life
Terry,"Well, we just finished story time. I'm gonna kiss the girls night-night, then we can get down to business. All right, time for night-night, girls.",Personal Life
Terry,"You know, I just want to let you guys know that I love you girls so, so much okay? So sleep tight. You know, daddy will never leave you, right, girls?",Personal Life
Terry,What are you guys talking about?,Police Work
Terry,So... What's the plan at the gym?,Police Work
Terry,"Listen, man, I know everybody's worried about me being psychologically ready for this. But I promise you I am. No matter what happens, no matter how many b*ll*ts are flying, I'm gonna be right there in the middle of everything. I got your back.",Police Work
Terry,You sure you can lift this much weight?,Police Work
Terry,Nope. The longer we wait the more likely our cover gets blown. I'll make contact.,Police Work
Terry,"Yup. A black Trent. One of many. Uh, what do you want to start with today?",Police Work
Terry,"Nothing happened. Jacoby wanted to do wind sprints outside. You know, he's a mean dude, but I think I'm making progress. He asked to borrow my squat belt, I told him no, he respected that.",Police Work
Terry,'Sup?,Conversation Glue
Terry,I didn't. Brooklyn Bulk Fitness.,Personal Life
Terry,I don't know why. I work out there all the time.,Personal Life
Terry,"What are you doing, Peralta? You just blew my cover!",Police Work
Terry,Or did you compromise an investigation and piss off a superior officer?,Police Work
Terry,"You blew our cover, man! Now I gotta go into an interrogation with no evidence and try to get Jacoby to rat out his distributors!",Police Work
Terry,"Point to your delts, Jake.",Personal Life
Terry,"You didn't have to hop in there, man. I can handle this. What's my name?",Police Work
Terry,What is my name?,Police Work
Terry,And what does The Ebony Falcon do?,Police Work
Terry,"Hell yeah, he does. Except now The Ebony Falcon is monogamous and too tired for sex, so his only indulgence is fresh fruit yogurt parfaits.",Personal Life
Terry,You lied to me!,Emotion
Terry,I'm a Detective Sergeant in the NYPD. Holt told me. Why are you cutting me out of the operation?,Police Work
Terry,You gonna talk to me now?,Police Work
Terry,"Oh, now I'm gonna hit you for real.",Insult / Snark
Terry,Worried about what?,Emotion
Terry,Why didn't you just say something to me?,Emotion
Terry,"Yeah, I get it. It's been a rough year. But I've learned to embrace my fears. It makes me a better cop.",Emotion
Terry,We good. And for the record... If I could be any kind of vacation... I'd be lake trip.,Personal Life
Terry,All right. It's time to catch some bad guys. Its good to be back.,Police Work
Terry,"You're a weird guy, Jake.",Insult / Snark
Terry,I left one for you.,Food
Terry,Whoo!,Conversation Glue
Terry,Major crimes division just called. They're taking over your m*rder case. The Vulture is on his way here now.,Police Work
Terry,"All right, let's get started. So we have good news, and we have bad news.",Police Work
Terry,There's only three files here. It's been an hour.,Police Work
Terry,"I may have a solution. We need to CompStat the office. What is CompStat? It's just using data to identify problem spots in the neighborhood. Now, I have been taking notes on points of friction in this office for years. The red areas are places where no work gets done. If we can fix these problems without anyone knowing what we're doing, we will finish on time.",Police Work
Terry,Yes.,Conversation Glue
Terry,"Okay, so I've already taken care of a few obvious problems. I moved the toaster to the break room, far away from Boyle.",Police Work
Terry,"Right, so you know about Rosa's anger incidents.",Police Work
Terry,"Any time Mt. Diaz erupts, everyone on the squad avoids her.",Police Work
Terry,"Tell me, what room is just down the hall from her desk?",Police Work
Terry,"Hey, Diaz, I just need to make sure I've got the details right in this file.",Police Work
Terry,But is this the same guy?,Police Work
Terry,"Okay, all right, thank you, thank you.",Conversation Glue
Terry,Got it.,Conversation Glue
Terry,"It's going really well, sir. We've gone from 10 cases per hour to almost 20.",Police Work
Terry,Boyle gets cold a lot because of what he calls his...,Personal Life
Terry,"So he goes to the lost and found, and he grabs something that's usually unflattering. That's when Gina gets involved.",Personal Life
Terry,Gina is completely useless when Boyle is wearing lost-and-found clothes.,Personal Life
Terry,"Already done, sir.",Conversation Glue
Terry,Good lord. Where did he get that?,Emotion
Terry,"He must have gotten it from the evidence locker or something. Don't worry. I had a backup plan. I distracted her with a mirror. She's like a cockatiel, sir... Fascinated by her own reflection.",Police Work
Terry,"We've done it, sir. If we stay on this pace, I think we'll finish on time.",Police Work
Terry,"Sir, are you familiar with the story of Icarus? He didn't know when to quit. He flew too close to the sun, and his wax wings melted, and he died.",Insult / Snark
Terry,Icarus.,Conversation Glue
Terry,"Sir, I'm begging you, please, we have to stop. Boyle is still smoldering.",Emotion
Terry,"Gina, what are you doing in the Captain's chair?",Police Work
Terry,"Really? A tad, icarus?",Insult / Snark
Terry,What's going on?,Conversation Glue
Terry,"Look, she still has the bags of baby carrots I requested they put in. They're black now, but they're there.",Food
Terry,What in the world?,Emotion
Terry,What letter?,Police Work
Terry,"Oh, hell yeah.",Conversation Glue
Terry,"Oh, my God, she doesn't even do that on airplanes.",Personal Life
Terry,Nice job. What's the plan?,Conversation Glue
Terry,We got the letter.,Police Work
Terry,Buckle up. It's gonna be a hell of a ride.,Police Work
Terry,Oh.,Conversation Glue
Terry,What is going on?,Conversation Glue
Terry,"Come on, guys. I know you're sad, but let's do our best to make a good first impression here.",Emotion
Terry,"Well done, sir. Welcome to the Nine-Nine. I'm Sergeant Terry Jeffords.",Police Work
Terry,Get a doctor!,Police Work
Terry,Briefing room. Five minutes.,Police Work
Terry,"So sorry, sir. That's terrible.",Emotion
Terry,"I know you're not a toddler, because my toddlers know that ""stupid"" is a no-no word. Keep that Dozer-pad on you at all times.",Personal Life
Terry,Hey. People like the way that I look.,Personal Life
Terry,"Peralta, Dozerman says he wants to see you.",Police Work
Terry,What's that noise?,Conversation Glue
Terry,Safe keeping?,Police Work
Terry,"Come on, Diaz.",Police Work
Terry,What happened in there?,Police Work
Terry,Can you think of anything that may have caused Dozerman to be startled?,Police Work
Terry,"That seems unlikely, but obviously he had a ton of health problems, so, you know, this seems pretty open and shut. Do me a favor and pull the surveillance tapes.",Police Work
Terry,You two have something to tell me?,Police Work
Terry,"Enough. Look. Terry loves love, but Terry also loves maintaining a professional work environment. As your commanding officer, I am very disappointed in both of you.",Police Work